10356	2716	46
10358	1467	95
10358	2852	84
10360	3793	19
10364	3405	18
10365	2885	52
10365	3830	90
10367	1953	4
10368	1585	17
10369	1619	40
10369	3025	71
10369	3476	93
10370	2765	32
10370	3067	55
10372	3471	28
10372	3604	64
10373	1020	83
10374	2602	71
10374	3699	9
10375	2490	36
10375	3737	71
10377	3105	66
10378	2721	65
10379	2262	160
10379	2263	167
10379	2345	194
10379	999	168
10380	2852	54
10382	1881	65
10383	1589	33
10383	2538	56
10387	3024	59
10388	1164	94
10391	3637	68
10391	3871	53
10392	3121	21
10393	1708	57
10394	3978	27
10396	2353	82
10396	2454	56
10400	1389	48
10400	3180	82
10400	3651	91
10401	1939	86
10403	1745	88
10407	3106	91
10407	3723	80
10409	1540	6
10414	1094	46
10414	1995	37
10416	3513	88
10418	1617	29
10418	2190	55
10419	1655	9
10419	3265	78
10420	1067	38
10422	1987	90
10422	3674	23
10423	1416	85
10423	3798	43
10424	1293	45
10427	3542	26
10428	1019	40
10429	2078	3
10429	3813	14
10431	2154	62
10433	1011	40
10435	1218	22
10435	1493	17
10437	1948	31
10438	1346	22
10438	3198	71
10440	3563	3
10440	3611	17
10441	1855	2
10443	3035	21
10444	3158	72
10444	3982	15
10445	2038	24
10447	2621	46
10451	3592	3
10452	1901	58
10453	1003	79
10453	1465	50
10454	2450	23
10455	3677	5
10456	3609	56
10457	2462	37
10459	2760	35
10464	1388	59
10465	2339	26
10465	3309	93
10467	1124	39
10469	1454	83
10469	2307	45
10469	2505	44
10471	1163	29
10472	1689	66
10472	2103	14
10473	1983	54
10474	3405	56
10475	1470	73
10475	1519	69
10475	2065	11
10477	3228	71
10479	2995	71
10480	3337	45
10481	1270	76
10482	2672	94
10486	2707	77
10488	3528	58
10491	2447	75
10491	3478	24
10494	2429	64
10494	2678	77
10494	3294	24
10495	1367	89
10497	2695	75
10497	3336	11
10501	1892	22
10501	3067	89
10502	2160	64
10503	1813	63
10503	2864	66
10503	2889	63
10503	3274	61
10505	2606	51
10506	3001	88
10507	1223	32
10508	1414	91
10510	1820	41
10511	1871	3
10511	3732	60
10513	3027	80
10515	2495	64
10515	2835	8
10515	3618	74
10516	3352	94
10518	3518	26
10519	3495	3
10519	3749	25
10522	2179	18
10526	3386	67
10527	1548	74
10527	3538	72
10527	3967	2
10530	1142	16
10531	1829	30
10532	3306	48
10534	1326	81
10534	3505	59
10535	3570	50
10537	1952	86
10539	2974	33
10541	2500	68
10542	3186	9
10542	3797	18
10543	1392	11
10544	1392	24
10547	1913	56
10547	2886	21
10547	2943	49
10549	1545	86
10550	1527	22
10552	3801	77
10553	1896	72
10555	3105	68
10557	1306	4
10557	2384	13
10557	2453	81
10558	1637	85
10560	1463	28
10560	2110	81
10562	1078	32
10562	2393	2
10565	2878	91
10571	2839	89
10572	3781	57
10573	3069	85
10575	2907	20
10576	2154	43
10576	3268	73
10578	2176	18
10580	1757	15
10582	2774	9
10583	2498	4
10584	1479	44
10584	2264	45
10584	3280	22
10586	2891	12
10586	3304	75
10586	3886	11
10587	3243	56
10588	3038	47
10589	3329	68
10590	1272	54
10590	3835	3
10591	1159	31
10591	2261	30
10592	1115	25
10592	1465	58
10593	1517	11
10593	2476	77
10595	2475	31
10596	1549	27
10598	2739	82
10599	2652	65
10603	2641	94
10604	2607	48
10605	1682	61
10605	3140	24
10605	3601	23
10605	3905	54
10606	2679	93
10608	1587	57
10608	3900	22
10609	1285	24
10609	2687	74
10610	3886	81
10612	1222	94
10613	2178	26
10614	1464	31
10614	2652	54
10615	3635	50
10620	3031	27
10622	1677	18
10624	2725	40
10626	1459	7
10628	3995	49
10631	1569	20
10633	1586	66
10634	1562	50
10634	3052	5
10636	1560	50
10636	3994	92
10637	1073	15
10637	2211	55
10639	3621	11
10641	2127	75
10641	2256	41
10641	2651	53
10642	1740	66
10642	2636	77
10645	1295	3
10646	1539	87
10647	1008	95
10647	3147	79
10648	2601	10
10648	3744	57
10649	2698	95
10650	1711	80
10654	3415	34
10656	1142	4
10659	1953	62
10660	2476	17
10663	1482	60
10663	2839	5
10663	3912	46
10664	1085	44
10669	3837	61
10670	2910	35
10673	2389	63
10674	2651	91
10676	1231	70
10676	1805	61
10676	3850	65
10678	1020	24
10678	1342	49
10678	1399	54
10678	2659	20
10682	2168	11
10682	2835	15
10683	1753	63
10684	3428	94
10685	2156	41
10686	3564	31
10687	1521	21
10687	1888	92
10688	1718	74
10688	2629	58
10690	3280	29
10691	3096	74
10695	1060	39
10695	2097	89
10695	3049	86
10696	3085	34
10698	1939	30
10700	2313	88
10705	1211	38
10707	3571	68
10708	1176	40
10709	3457	38
10714	1230	82
10715	3156	7
10717	2298	7
10718	2754	51
10718	3516	70
10720	2520	51
10723	1005	66
10723	2046	68
10724	3059	24
10725	2781	20
10726	3851	7
10726	3994	28
10730	1036	92
10730	1821	86
10730	2556	43
10733	1371	83
10733	1823	37
10734	1478	68
10734	3502	4
10735	1409	75
10735	2138	64
10737	2729	77
10737	3330	16
10738	3405	7
10740	2522	6
10740	3730	83
10741	2428	94
10741	3646	26
10743	2591	4
10747	2404	42
10751	3694	49
10752	2142	10
10753	3822	18
10758	3679	24
10760	3254	11
10761	2051	39
10761	2857	18
10762	2476	67
10762	3159	78
10763	3320	91
10764	3057	77
10765	1945	24
10767	1911	36
10767	3464	47
10768	3403	58
10769	2430	20
10770	1242	19
10770	2984	41
10770	3365	44
10770	3986	95
10776	2540	46
10779	1810	16
10780	1080	78
10780	2008	5
10782	1609	38
10782	2482	4
10788	1387	11
10788	2837	37
10788	3009	18
10790	3540	66
10791	1406	36
10791	1870	19
10791	3572	59
10792	3243	84
10794	1385	21
10794	3617	18
10794	3633	63
10795	2929	5
10797	2680	5
10798	1038	46
10798	2046	22
10802	3932	27
10803	2079	49
10804	2703	53
10806	1287	65
10807	1945	6
10807	3823	9
10811	2892	83
10811	3060	26
10813	2082	76
10813	2749	4
10816	1191	33
10816	1501	91
10816	2750	65
10817	2228	15
10817	3545	49
10820	1026	4
10820	3394	60
10821	3110	26
10824	1463	30
10828	2104	17
10828	2351	92
10828	3093	29
10829	1181	40
10829	3646	37
10831	1868	81
10836	1330	92
10836	2068	89
10837	1312	10
10838	2665	75
10842	3682	93
10843	2735	81
10848	3358	7
10850	2745	94
10851	1452	24
10853	3819	55
10854	1484	31
10854	1982	94
10856	3480	58
10859	1126	44
10859	2579	27
10859	3324	48
10860	1178	35
10865	3384	13
10867	1144	87
10867	2239	15
10868	2032	13
10870	2428	90
10870	3455	44
10872	1280	95
10873	1758	57
10874	2313	75
10874	2850	43
10875	1916	71
10880	3960	38
10881	1159	59
10881	2062	8
10881	2447	77
10881	2711	86
10884	1603	86
10884	1609	93
10884	2038	88
10884	3263	8
10885	2994	53
10885	3066	15
10886	1719	57
10887	1659	79
10887	2634	85
10891	1333	19
10891	1425	12
10891	3448	69
10892	2830	30
10893	1142	28
10893	1490	72
10893	2575	59
10895	1876	17
10895	2918	65
10897	2702	51
10900	1678	36
10903	1450	10
10903	2816	92
10904	1778	38
10904	2836	38
10905	2397	77
10907	3189	11
10907	3671	4
10909	1871	47
10910	3724	50
10911	1850	79
10912	3461	13
10912	3889	31
10914	2666	72
10916	1494	92
10916	2390	32
10916	3734	36
10917	1331	68
10918	1554	95
10919	3529	60
10923	2203	84
10926	2292	22
10927	1770	79
10929	2761	74
10931	2101	19
10932	2239	53
10932	2911	56
10932	2996	91
10933	2781	48
10935	2363	83
10935	3174	81
10937	1357	15
10938	3682	92
10941	1278	63
10941	1527	77
10943	1896	18
10944	3783	43
10945	2502	67
10948	3691	26
10950	2687	68
10950	3659	30
10950	3863	20
10953	1773	70
10953	2820	50
10954	2731	58
10955	1464	73
10955	3088	88
10959	3465	19
10961	2170	55
10962	2316	4
10962	3732	24
10963	1166	68
10968	2615	89
10969	2374	83
10969	3410	34
10970	1053	46
10971	1798	66
10971	2289	20
10971	2456	94
10971	3426	52
10971	3639	95
10972	1534	71
10972	3948	39
10973	2087	60
10974	1942	6
10974	2906	59
10976	2339	84
10976	2463	11
10978	1020	45
10979	1508	14
10980	2044	11
10980	2216	90
10983	2031	55
10983	2673	73
10983	2799	21
10983	3434	68
10984	2407	14
10985	1907	55
10987	1625	3
10991	1829	29
10991	2550	26
10991	3249	16
10993	1241	29
10993	2768	28
10994	2343	46
10995	3948	68
10996	2571	10
10996	3407	47
10997	2521	28
11000	3911	87
11001	1761	22
11002	2366	71
11002	2835	50
11003	3853	37
11004	2063	31
11004	2481	48
11005	2390	39
11006	2469	75
11006	3787	88
11007	1381	15
11008	2636	59
11008	2866	53
11010	1442	59
11012	1944	86
11014	1191	81
11015	1654	16
11015	3258	56
11015	3813	45
11016	2167	81
11017	3368	85
11019	1499	22
11019	2770	81
11020	2245	71
11021	3853	34
11022	3392	10
11025	3270	39
11025	3498	14
11027	2174	88
11028	2108	75
11029	1196	26
11034	1737	48
11035	1269	8
11035	2493	33
11035	3781	70
11036	3623	11
11037	1227	93
11039	1058	93
11039	3434	92
11040	2802	51
11041	1691	49
11041	3107	80
11042	2641	46
11043	1016	69
11043	2363	28
11044	3293	17
11047	2356	38
11047	2557	21
11049	1696	84
11050	2539	8
11050	2739	47
11053	1905	71
11053	2223	24
11053	2522	2
11057	3470	72
11059	2203	84
11060	2611	79
11060	3703	5
11061	3744	9
11062	1559	37
11064	3719	9
11065	2198	54
11066	2740	94
11068	1785	33
11069	1055	38
11069	1544	80
11069	3218	11
11069	3402	84
11071	2454	94
11071	3398	48
11072	1779	40
11074	3480	66
11076	1748	80
11076	2378	72
11076	3259	19
11077	2338	80
11077	3802	89
11077	3888	88
11078	2745	74
11078	2876	29
11079	1348	41
11080	2580	22
11081	2168	81
11081	2469	7
11083	1399	33
11084	2874	50
11085	1701	93
11086	2555	18
11086	3614	76
11089	1061	89
11092	3231	82
11092	3363	11
11095	1048	56
11095	3810	84
11097	1542	93
11098	2203	17
11100	3806	10
11103	1869	7
11103	1916	59
11103	2430	80
11105	1290	44
11105	1851	22
11107	1866	55
11107	3071	7
11109	2919	51
11110	2008	30
11111	3746	8
11112	2514	52
11112	3980	74
11112	3999	10
11113	1798	94
11113	3345	72
11117	1048	55
11118	2024	91
11119	1264	76
11120	2687	24
11123	3073	91
11125	3867	9
11127	1172	36
11127	1248	8
11128	3798	66
11129	2100	33
11129	3415	90
11129	3884	90
11131	1955	79
11133	2936	82
11137	3689	24
11139	3614	19
11140	3218	30
11141	1810	79
11142	2015	61
11142	3581	67
11143	3636	56
11144	1237	37
11145	3506	54
11146	2137	64
11149	2396	64
11149	2555	29
11149	3690	66
11153	1278	23
11153	3286	44
11155	1256	18
11157	1218	43
11157	2554	80
11157	3152	73
11158	1410	30
11160	3334	61
11162	1587	21
11162	3667	17
11163	3519	53
11163	3527	15
11163	3911	89
11164	1833	81
11166	3419	51
11166	3466	24
11168	3328	57
11169	2849	27
11169	3861	67
11171	2899	42
11172	1668	22
11173	2473	39
11173	3204	20
11175	3084	60
11177	3384	78
11177	3692	18
11179	3964	12
11180	2613	47
11182	2146	19
11183	1070	21
11183	1258	68
11183	1740	93
11184	2110	16
11185	3733	94
11186	3986	48
11187	1846	85
11187	2997	86
11189	1300	24
11189	2423	5
11191	2696	31
11191	2887	40
11193	1903	68
11194	1082	75
11196	1285	66
11198	1033	84
11200	1277	44
11201	2852	91
11203	1461	25
11203	2170	57
11205	2349	10
11205	2881	82
11205	2958	76
11206	2651	25
11209	1348	29
11209	1699	20
11209	3796	45
11210	3206	73
11212	3061	86
11213	2512	32
11215	2094	35
11216	1047	53
11216	1705	81
11216	2499	60
11216	2652	26
11216	2808	47
11219	2280	38
11220	1050	51
11220	2499	74
11220	3901	29
11221	2174	52
11224	1322	70
11224	1377	63
11224	1737	9
11225	1922	18
11227	3291	15
11229	3562	80
11230	1073	82
11232	3274	42
11233	1500	3
11236	1780	66
11236	2126	17
11237	1228	90
11241	3629	3
11242	1095	91
11242	1613	62
11244	3459	30
11246	2752	49
11247	1353	74
11248	1443	16
11248	1450	38
11248	2323	81
11248	2397	26
11248	2580	26
11249	3505	3
11250	1902	78
11251	1496	25
11253	1571	83
11253	3525	20
11256	1062	58
11257	2383	31
11258	1387	47
11259	1300	3
11259	3057	19
11262	1309	6
11264	1418	72
11264	2537	42
11264	2706	88
11266	3114	88
11269	2315	42
11269	2779	34
11269	3201	80
11269	3999	33
11270	2469	81
11271	3989	4
11272	3781	28
11273	3187	6
11274	2408	18
11275	1705	5
11277	2256	17
11281	2533	25
11282	2757	78
11282	3164	56
11285	1120	39
11285	3077	4
11286	2246	26
11286	2930	62
11290	1816	65
11290	2327	82
11291	2482	35
11294	1352	16
11295	1027	53
11295	1374	50
11297	2041	50
11297	2403	25
11299	3869	45
11301	3737	32
11302	2813	57
11303	1491	35
11306	1241	41
11308	3463	64
11310	1913	3
11310	3553	53
11312	1419	89
11313	3747	83
11315	2298	3
11315	3898	88
11316	1843	86
11316	2815	27
11318	1029	42
11318	2838	36
11319	3810	31
11320	2844	38
11321	1702	28
11321	2727	77
11323	1597	95
11325	1908	60
11326	3448	6
11327	2316	81
11329	3556	48
11330	1212	26
11330	1881	95
11330	2802	86
11332	2126	69
11332	3638	50
11333	2550	15
11334	1297	45
11334	1883	34
11334	3393	77
11336	3040	9
11338	1055	46
11338	1784	63
11339	1130	8
11339	3239	4
11341	1121	33
11341	1651	15
11341	3428	84
11344	1724	17
11344	3523	60
11346	1200	54
11346	2264	35
11350	1727	20
11352	1297	9
11354	2122	41
11354	2291	60
11354	2390	36
11354	3053	79
11354	3447	7
11357	2574	35
11361	1054	50
11362	1255	16
11363	3016	41
11364	1364	45
11364	3310	44
11365	2430	63
11368	1305	44
11369	3515	32
11370	2903	74
11372	1396	37
11373	2511	42
11374	2284	80
11375	2070	62
11375	3282	3
11375	3854	6
11377	3372	83
11380	1117	67
11381	2775	65
11381	3694	72
11382	1828	11
11383	1793	30
11383	2912	68
11385	2637	92
11385	3863	76
11387	2689	60
11388	2274	30
11390	2303	21
11391	2163	29
11391	2234	76
11392	3911	49
11396	1391	82
11398	3835	12
11403	2293	56
11404	1016	11
11404	3735	20
11406	1075	51
11406	2074	76
11407	2390	57
11411	3421	65
11413	3409	71
11415	3953	78
11421	1470	5
11421	3751	38
11422	3594	91
11423	2675	42
11424	3470	59
11425	2696	10
11425	3611	49
11427	2769	42
11428	2209	10
11431	1846	63
11431	2775	19
11435	2189	21
11435	3748	92
11436	3436	92
11437	1421	62
11437	2844	25
11438	1344	4
11438	1519	61
11438	3677	39
11438	3885	37
11439	1032	35
11439	2075	85
11439	3127	62
11440	2275	73
11442	2802	31
11442	3736	62
11443	3095	83
11443	3943	84
11444	2812	45
11445	2823	33
11446	1369	36
11448	1012	34
11449	1763	9
11449	2551	14
11449	3199	44
11449	3319	47
11451	1910	68
11451	3033	42
11453	1484	4
11453	3097	57
11453	3849	93
11454	1833	50
11454	2941	62
11456	1213	60
11458	1342	75
11459	1366	87
11459	3150	28
11461	1102	74
11461	2744	60
11462	1523	45
11465	2541	64
11465	3622	86
11466	1600	23
11469	1712	75
11472	2023	7
11473	2439	79
11474	3600	37
11476	1116	56
11476	1727	91
11478	3815	80
11482	2657	36
11484	3237	49
11485	1258	33
11488	1116	95
11490	3460	34
11491	2863	24
11491	2992	3
11495	2576	45
11497	1605	42
11499	2477	91
11500	3844	71
11501	1342	15
11503	2767	62
11505	2421	94
11505	3774	62
11506	2654	32
11509	2943	39
11510	1365	43
11511	1093	62
11512	1867	51
11513	2123	13
11518	2387	58
11518	2912	95
11518	3757	21
11519	1463	92
11519	3034	29
11521	2232	63
11522	2539	49
11523	3890	22
11525	2449	81
11525	2628	31
11526	2522	41
11527	2097	50
11527	2724	15
11532	3729	84
11535	1277	22
11535	2269	17
11539	3104	39
11541	1966	93
11542	1710	92
11542	1825	81
11543	1953	83
11543	2210	70
11543	3298	91
11546	2080	53
11548	2210	13
11549	2111	63
11551	1624	22
11552	2929	18
11552	3278	62
11552	3454	14
11552	3534	65
11553	1298	55
11553	2740	70
11555	3431	94
11555	3542	91
11555	3933	65
11556	1774	82
11556	3192	80
11557	3439	68
11561	2330	34
11561	3906	4
11562	2225	90
11563	2400	6
11565	3608	78
11568	3401	13
11571	1130	37
11571	1548	78
11572	1208	86
11572	3240	28
11573	1403	15
11574	1884	30
11574	3117	22
11574	3348	17
11574	3772	46
11575	2197	3
11575	3007	76
11577	3101	32
11579	1052	72
11579	2391	7
11579	3503	26
11582	2793	32
11583	1033	25
11583	1362	77
11585	1672	89
11588	2943	77
11589	3769	34
11590	1133	58
11591	3528	24
11591	3990	70
11592	3401	54
11593	1373	48
11594	1241	6
11594	2351	75
11594	2611	14
11598	2963	91
11599	2265	22
11599	3519	20
11600	2482	37
11603	1211	47
11606	1514	49
11607	2164	87
11607	2868	23
11608	1854	49
11609	1088	23
11609	2771	28
11610	3389	36
11611	3048	34
11612	2801	81
11613	3837	59
11614	2581	68
11616	2531	52
11619	2128	86
11621	1124	86
11622	1870	82
11624	3113	46
11625	3454	59
11626	3182	31
11627	1621	16
11628	1334	91
11628	3152	36
11630	2120	17
11631	2623	19
11631	3585	37
11631	3653	35
11631	3818	57
11632	1331	78
11633	2793	70
11635	2203	26
11635	3795	8
11636	1291	86
11637	2119	76
11637	3576	28
11639	3226	67
11641	3933	29
11642	3772	29
11643	1174	95
11643	1587	36
11644	2580	91
11644	2605	58
11645	2407	35
11647	1613	23
11647	3780	9
11648	1648	66
11649	3449	17
11650	2628	25
11650	3618	30
11651	2269	17
11652	1198	73
11654	3632	10
11654	3638	74
11655	2795	61
11656	3566	52
11657	3577	60
11658	3179	46
11658	3278	10
11659	3123	82
11663	3259	63
11665	3892	38
11670	1444	44
11671	1230	84
11671	2571	74
11671	2781	72
11672	2180	48
11676	2092	3
11676	3203	66
11677	2092	41
11682	1513	78
11682	1978	33
11683	1606	24
11684	3567	61
11685	1363	70
11685	1648	45
11685	2935	74
11687	2659	95
11687	2906	92
11688	1425	37
11688	3911	61
11690	1694	59
11694	2404	11
11697	1574	58
11702	2967	5
11704	1668	57
11705	3885	3
11708	2889	14
11709	3227	85
11710	2010	92
11710	3512	6
11711	3723	63
11715	1908	34
11715	3407	56
11717	2988	75
11717	3007	19
11718	1927	92
11718	3000	73
11720	3241	48
11720	3295	57
11721	1070	11
11721	1970	3
11723	2301	66
11724	3426	67
11725	2223	58
11726	2772	34
11727	3378	94
11727	3417	67
11728	2025	69
11728	3172	35
11729	1969	44
11729	2445	17
11730	3731	86
11732	1297	20
11732	3667	28
11733	1252	45
11735	2679	28
11735	3979	34
11737	2743	73
11738	3395	5
11739	3362	43
11742	2304	15
11743	1691	61
11744	1272	79
11744	3876	61
11748	1812	66
11748	3454	50
11748	3470	55
11750	3184	24
11751	1411	65
11751	1984	58
11752	1091	4
11755	2790	80
11756	3744	74
11757	2732	30
11763	2283	7
11763	3462	66
11764	3938	43
11766	1828	68
11767	2904	34
11768	2274	52
11769	3962	57
11770	1060	61
11771	3159	19
11772	3646	93
11774	2062	62
11775	2183	86
11775	3226	69
11776	2157	23
11777	3790	40
11780	3483	92
11784	3557	23
11784	3623	39
11786	2959	14
11787	2366	67
11788	1113	51
11789	1510	63
11790	1499	31
11790	1560	30
11791	3884	90
11792	3699	50
11793	1819	94
11793	2112	2
11793	3293	84
11795	1140	35
11795	3232	38
11799	3762	84
11801	2605	38
11803	1898	19
11805	1809	4
11805	2575	82
11807	2744	80
11807	3300	62
11808	1505	88
11808	3981	34
11809	3605	73
11811	2701	90
11812	1934	80
11813	2854	82
11813	3792	46
11820	3855	33
11827	2047	33
11830	1251	76
11830	1536	90
11836	1896	42
11837	2401	63
11837	2869	55
11838	3029	14
11841	3907	94
11842	1047	34
11843	1927	13
11844	3776	16
11846	1523	71
11846	2908	60
11848	3150	69
11849	1544	29
11849	2408	74
11849	2506	22
11849	3289	9
11851	1043	74
11851	1241	65
11853	2216	22
11853	2844	42
11854	2044	17
11856	2193	12
11858	1102	4
11859	3492	82
11860	1680	83
11860	2898	59
11861	2420	80
11863	2091	29
11863	2602	26
11863	3081	32
11865	2207	7
11865	2456	33
11867	1946	91
11868	1801	17
11868	3170	30
11872	2246	26
11872	3569	77
11873	3544	78
11874	3093	86
11875	1588	70
11875	1807	61
11875	1853	78
11879	3162	64
11882	1059	28
11883	3458	15
11884	1255	68
11884	1315	37
11885	2343	67
11885	2992	78
11887	2876	29
11888	1380	36
11890	2394	26
11891	1143	87
11893	3776	13
11894	2455	50
11894	2705	2
11895	1204	26
11896	3817	2
11898	1574	79
11898	2269	88
11898	3883	48
11899	1194	81
11899	2728	49
11900	1007	14
11900	1810	34
11902	3648	72
11905	1315	26
11905	3794	85
11909	1702	65
11910	1235	43
11910	1554	71
11912	1894	24
11912	2097	88
11917	1394	13
11917	1864	39
11920	2908	77
11922	1949	59
11922	2911	87
11922	3140	65
11923	1477	14
11923	3403	68
11924	3276	35
11925	3415	56
11925	3971	5
11926	2405	42
11927	2642	78
11930	1185	83
11931	2875	6
11932	1490	13
11932	3504	51
11933	3666	62
11934	1766	35
11934	1955	30
11935	2886	53
11936	1001	68
11937	2889	89
11941	2911	75
11941	3502	44
11941	3952	65
11942	2476	51
11944	3363	53
11947	2756	28
11947	3779	56
11949	2655	21
11949	2889	9
11950	2104	39
11952	3854	25
11953	3722	65
11954	2402	2
11954	2884	40
11955	2590	71
11960	1832	18
11960	2331	57
11960	2955	25
11961	2232	22
11962	2109	5
11966	1213	64
11967	1844	16
11968	1172	42
11968	1902	73
11971	2472	6
11972	2916	10
11972	2920	31
11973	3301	18
11974	2076	78
11974	2183	75
11977	3353	59
11979	1920	56
11980	2650	75
11982	2185	49
11982	3656	87
11983	1747	15
11985	3136	35
11987	1166	61
11988	1352	30
11988	1906	7
11989	1887	45
11992	1410	44
11993	1555	31
11996	2256	46
11997	2149	12
11998	3702	71
11998	3867	35
11999	2157	16
12002	1141	71
12004	2954	50
12004	3259	95
12007	1855	44
12008	2997	92
12008	3527	38
12009	2279	36
12010	2732	19
12012	2977	73
12012	3637	10
12013	1441	63
12014	2632	29
12015	1203	45
12016	1359	50
12018	1523	23
12018	3703	15
12019	3945	80
12020	1894	12
12021	2759	18
12023	3927	24
12024	3590	16
12026	1972	31
12027	3776	11
12032	1739	85
12032	3569	41
12033	2628	7
12034	1901	88
12035	2393	54
12035	3809	5
12039	1846	79
12039	3045	47
12040	3168	76
12044	2068	11
12045	1159	93
12046	3876	83
12049	3378	36
12050	1557	24
12050	2872	83
12052	3104	2
12053	2675	73
12053	2878	32
12054	1255	16
12054	1394	14
12057	1939	85
12058	2363	81
12059	2710	95
12060	2347	70
12060	3587	95
12060	3961	75
12061	2873	15
12064	1982	39
12065	3581	88
12069	2764	5
12070	1961	36
12070	2698	62
12071	2765	32
12071	2954	65
12071	3525	66
12072	3906	56
12073	3178	47
12075	3653	23
12076	1296	43
12080	3183	82
12081	1112	60
12083	3615	29
12085	1550	85
12087	1287	88
12087	1928	53
12088	2402	73
12089	3329	3
12089	3495	39
12090	3009	25
12090	3766	46
